"grids","species"
"Okavango","Enteromius fasciolatus"
"Tanganyika","Enteromius fasciolatus"
"Tchad","Enteromius holotaenia"
"Chilwa","Enteromius trimaculatus"
"Etosha.Pan","Enteromius trimaculatus"
"Lake.Malombe","Enteromius trimaculatus"
"Lake.Rukwa","Enteromius trimaculatus"
"Malawi","Enteromius trimaculatus"
"Okavango","Enteromius trimaculatus"
"Chilwa","Enteromius unitaeniatus"
"Etosha.Pan","Enteromius unitaeniatus"
"Malawi","Enteromius unitaeniatus"
"Okavango","Enteromius unitaeniatus"
"Devils.lake","Esox masquinongy"
"Lake.Hindmarsh","Favonigobius lateralis"
"Del.Carmen","Fundulus grandis"
"Qaidam","Fundulus notatus"
"Whitewater","Fundulus parvipinnis"
"Ruoshui","Fundulus sciadicus"
"Barongarook.creek","Galaxias brevipinnis"
"Barongarook.creek","Galaxias maculatus"
"Blue.lake.Aus","Galaxias maculatus"
"Corangamite","Galaxias maculatus"
"Haunted.Gully","Galaxias maculatus"
"Lake.Colongulac","Galaxias maculatus"
"Lake.Hindmarsh","Galaxias maculatus"
"Avoca","Galaxias olidus"
"Boree.creek","Galaxias olidus"
"Lake.George","Galaxias olidus"
"Lake.Hindmarsh","Galaxias olidus"
"Lake.Omeo","Galaxias olidus"
"Mosquito.creek","Galaxias olidus"
"Ahaggar","Galeoides decadactylus"
"Bear.river","Gila robusta"
"Casas.Grandes","Gila robusta"
"Del.Carmen","Gila robusta"
"Whitewater","Gila robusta"
"Valle.de.Mexico","Girardinichthys multiradiatus"
"Lake.Eyre.Basin","Haletta semifasciata"
"Okavango","Halosaurus ovenii"
"Loukos","Hemichromis bimaculatus"
"Tchad","Hemichromis bimaculatus"
"Okavango","Hemichromis fasciatus"
"Tchad","Hemichromis fasciatus"
"Tchad","Hemichromis letourneuxi"
"Syr.Darya","Hemitripterus americanus"
"Malheur.lake","Hesperoleucus symmetricus"
"Mojave","Hesperoleucus symmetricus"
"Owens","Hesperoleucus symmetricus"
"Truckee","Hesperoleucus symmetricus"
"Warner.valley","Hesperoleucus symmetricus"
"Mojave","Heterostichus rostratus"
"Tchad","Heterotis niloticus"
"Shule","Hiodon alosoides"
"Mar.Chiquita","Hoplias argentinensis"
"Mar.Chiquita","Hoplosternum littorale"
"Ruoshui","Hybognathus hankinsoni"
"Shule","Hybognathus hankinsoni"
"Qinghai","Hybognathus placitus"
"Ruoshui","Hybognathus placitus"
"Shule","Hybognathus placitus"
"Lake.Albert","Hydrocynus vittatus"
"Okavango","Hydrocynus vittatus"
"Tanganyika","Hydrocynus vittatus"
"Tchad","Hydrocynus vittatus"
"Mar.Chiquita","Hypostomus paranensis"
"Salina.Grandes","Hypostomus paranensis"
"Whitewater","Hypsoblennius jenkinsi"
"Mojave","Hysterocarpus traskii"
"Bear.river","Ictalurus furcatus"
"Aguanaval","Ictalurus lupus"
"Nazas","Ictiobus niger"
"Dead.Sea","Iniistius pavo"
"Pichin.Lora","Istiblennius lineatus"
"Lake.Eyre.Basin","Kathetostoma laeve"
"Okavango","Labeobarbus marequensis"
"Malawi","Lacustricola johnstoni"
"Okavango","Lacustricola johnstoni"
"Lake.Eyre.Basin","Lampanyctus festivus"
"Lake.Eyre.Basin","Latris lineata"
"Mojave","Lavinia exilicauda"
"Victoria.lake","Lepidophanes guentheri"
"Antelope.Wash","Lepomis microlophus"
"Bear.river","Lepomis microlophus"
"Death.Valley","Lepomis microlophus"
"Mojave","Lepomis microlophus"
"Owens","Lepomis microlophus"
"Sulphur.Springs.valley","Lepomis microlophus"
"Walker.USA","Lepomis microlophus"
"Whitewater","Lepomis microlophus"
"Malawi","Lethrinops longipinnis"
"Valle.de.Mexico","Lobotes surinamensis"
"Enneri.Tomou","Lophius piscatorius"
"Bear.river","Luxilus cornutus"
"Avoca","Maccullochella peelii"
"Barongarook.creek","Maccullochella peelii"
"Boree.creek","Maccullochella peelii"
"Lake.Boga","Maccullochella peelii"
"Lake.Bringalbert","Maccullochella peelii"
"Lake.Eyre.Basin","Maccullochella peelii"
"Lake.Hindmarsh","Maccullochella peelii"
"Lake.Tyrrell","Maccullochella peelii"
"Lake.Wallace","Maccullochella peelii"
"Mccossiens.Swamp","Maccullochella peelii"
"Mosquito.creek","Maccullochella peelii"
"Naracoorte.creek","Maccullochella peelii"
"Ahaggar","Malacocephalus occidentalis"
"Tchad","Melanostomias melanops"
"Lake.Gregory","Melanotaenia australis"
"Newcastle.Waters","Melanotaenia australis"
"Billeroo.creek","Melanotaenia fluviatilis"
"Mailmans.creek","Melanotaenia fluviatilis"
"Attack.creek","Melanotaenia splendida"
"Billeroo.creek","Melanotaenia splendida"
"Bulloo","Melanotaenia splendida"
"Illogwa.creek","Melanotaenia splendida"
"Lake.Buchanan","Melanotaenia splendida"
"Lake.Eyre.Basin","Melanotaenia splendida"
"Lake.Lewis","Melanotaenia splendida"
"Lake.Machattie","Melanotaenia splendida"
"Newcastle.Waters","Melanotaenia splendida"
"Playford","Melanotaenia splendida"
"Tarrabool.lake","Melanotaenia splendida"
"Walkabout.creek","Melanotaenia splendida"
"Western.creek","Melanotaenia splendida"
"Billeroo.creek","Melichthys vidua"
"Valle.de.Mexico","Merluccius productus"
"Lake.Albert","Micralestes acutidens"
"Malawi","Micralestes acutidens"
"Okavango","Micralestes acutidens"
"Tanganyika","Micralestes acutidens"
"Tchad","Micralestes acutidens"
"Bear.river","Micropterus punctulatus"
"Humboldt","Micropterus punctulatus"
"Lake.Eyre.Basin","Mogurnda mogurnda"
"Newcastle.Waters","Mogurnda mogurnda"
"Walkabout.creek","Mogurnda mogurnda"
"Lake.Albert","Mormyrops anguilloides"
"Malawi","Mormyrops anguilloides"
"Tanganyika","Mormyrops anguilloides"
"Tchad","Mormyrops anguilloides"
"Tanganyika","Mormyrus rume"
"Tchad","Mormyrus rume"
"Bear.river","Morone saxatilis"
"Devils.lake","Morone saxatilis"
"Humboldt","Morone saxatilis"
"Mojave","Morone saxatilis"
"Whitewater","Morone saxatilis"
"Qaidam","Moxostoma erythrurum"
"Lake.Eyre.Basin","Myxus elongatus"
"Kearney.lake","Nelusetta ayraud"
"Lake.Eyre.Basin","Nemadactylus macropterus"
"Lake.Torrens","Nemadactylus macropterus"
"Kearney.lake","Neosebastes scorpaenoides"
"Ruoshui","Notropis blennius"
"Bear.river","Notropis stramineus"
"Qinghai","Notropis stramineus"
"Ruoshui","Notropis stramineus"
"Shiyang","Notropis stramineus"
"Shule","Notropis stramineus"
"Ruoshui","Noturus flavus"
"Shule","Noturus flavus"
"Shule","Noturus gyrinus"
"Sulphur.Springs.valley","Oncorhynchus apache"
"Antelope.Wash","Oncorhynchus henshawi"
"Bear.river","Oncorhynchus henshawi"
"Humboldt","Oncorhynchus henshawi"
"Quinn","Oncorhynchus henshawi"
"Truckee","Oncorhynchus henshawi"
"Walker.USA","Oncorhynchus henshawi"
"Dead.Sea","Oncorhynchus kisutch"
"Mojave","Oncorhynchus kisutch"
"Bear.river","Oncorhynchus nerka"
"Mojave","Oncorhynchus nerka"
"Truckee","Oncorhynchus nerka"
"Walker.USA","Oncorhynchus nerka"
"Bear.river","Oncorhynchus virginalis"
"Tanganyika","Ophthalmotilapia ventralis"
"Malawi","Opsaridium microcephalum"
"Etosha.Pan","Oreochromis andersonii"
"Malawi","Oreochromis andersonii"
"Okavango","Oreochromis andersonii"
"Baringo","Oreochromis spilurus"
"George.lake","Oreochromis spilurus"
"Naivasha","Oreochromis spilurus"
"Uaso.Nyiro.River","Oreochromis spilurus"
"Victoria.lake","Oreochromis spilurus"
"Whitewater","Osphronemus goramy"
"Dead.Sea","Parablennius gattorugine"
"Valle.de.Mexico","Paralabrax maculatofasciatus"
"Valle.de.Mexico","Paralichthys albigutta"
"Valle.de.Mexico","Paralichthys lethostigma"
"Syr.Darya","Peprilus triacanthus"
"Bear.river","Percina caprodes"
"Ruoshui","Percina caprodes"
"Kivu","Periophthalmus barbarus"
"Okavango","Petrocephalus okavangensis"
"Lake.Eyre.Basin","Phalloceros caudimaculatus"
"Enneri.Tomou","Photostomias guernei"
"Lake.Eyre.Basin","Platycephalus caeruleopunctatus"
"Lake.Eyre.Basin","Platycephalus speculator"
"Cuitzeo","Poecilia caucana"
"Antelope.Wash","Poecilia latipinna"
"Bear.river","Poecilia latipinna"
"Death.Valley","Poecilia latipinna"
"Whitewater","Poecilia latipinna"
"Cuitzeo","Poecilia maylandi"
"Dead.Sea","Poecilia velifera"
"Bulloo","Pomacentrus lepidogenys"
"Bulloo","Pomacentrus moluccensis"
"Bulloo","Pomacentrus wardi"
"Ahaggar","Prognathodes marcellae"
"Bear.river","Prosopium williamsoni"
"Humboldt","Prosopium williamsoni"
"Malheur.lake","Prosopium williamsoni"
"Truckee","Prosopium williamsoni"
"Walker.USA","Prosopium williamsoni"
"Chilwa","Pseudocrenilabrus philander"
"Edward","Pseudocrenilabrus philander"
"Etosha.Pan","Pseudocrenilabrus philander"
"Lake.Malombe","Pseudocrenilabrus philander"
"Lake.Rukwa","Pseudocrenilabrus philander"
"Malawi","Pseudocrenilabrus philander"
"Okavango","Pseudocrenilabrus philander"
"Tanganyika","Pseudocrenilabrus philander"
"Corangamite","Pseudogobius olorum"
"Tanganyika","Pseudosimochromis babaulti"
"Cuitzeo","Pseudoxiphophorus bimaculatus"
"Valle.de.Mexico","Pseudoxiphophorus bimaculatus"
"Mojave","Ptychocheilus grandis"
"Qinghai","Pylodictis olivaris"
"Ruoshui","Pylodictis olivaris"
"Shule","Pylodictis olivaris"
"Whitewater","Pylodictis olivaris"
"Tchad","Remora remora"
"Avoca","Retropinna semoni"
"Barongarook.creek","Retropinna semoni"
"Corangamite","Retropinna semoni"
"Cornella.creek","Retropinna semoni"
"Haunted.Gully","Retropinna semoni"
"Lake.Boga","Retropinna semoni"
"Lake.Bringalbert","Retropinna semoni"
"Lake.Eyre.Basin","Retropinna semoni"
"Lake.Hindmarsh","Retropinna semoni"
"Lake.Tyrrell","Retropinna semoni"
"Naracoorte.creek","Retropinna semoni"
"Reedy.lake","Retropinna semoni"
"Tchad","Rhabdalestes septentrionalis"
"Lake.Eyre.Basin","Rhabdosargus sarba"
"Humboldt","Richardsonius egregius"
"Quinn","Richardsonius egregius"
"Truckee","Richardsonius egregius"
"Walker.USA","Richardsonius egregius"
"Whitewater","Richardsonius egregius"
"Bear.river","Rocio octofasciata"
"Bear.river","Sander canadensis"
"Syr.Darya","Scomberesox saurus"
"Wadi.Nashu","Scorpaena notata"
"Syr.Darya","Sebastes norvegicus"
"Whitewater","Seriphus politus"
"Okavango","Serranochromis angusticeps"
"Etosha.Pan","Serranochromis macrocephalus"
"Okavango","Serranochromis macrocephalus"
"Chilwa","Serranochromis robustus"
"Lake.Malombe","Serranochromis robustus"
"Malawi","Serranochromis robustus"
"Okavango","Serranochromis robustus"
"Tanganyika","Serranochromis robustus"
"Corangamite","Sillaginodes punctatus"
"Whitewater","Symphurus atricaudus"
"Avoca","Tandanus tandanus"
"Lake.Eyre","Tandanus tandanus"
"Lake.Hindmarsh","Tandanus tandanus"
"Lucindale","Tandanus tandanus"
"Mailmans.creek","Tandanus tandanus"
"Tchad","Tetraodon lineatus"
"Turkana","Tetraodon lineatus"
"Valle.de.Mexico","Thunnus atlanticus"
"Bear.river","Thymallus arcticus"
"Great.Lakes.Mongolia","Thymallus arcticus"
"Humboldt","Thymallus arcticus"
"Walker.USA","Thymallus arcticus"
"Okavango","Tilapia ruweti"
"Lake.Malombe","Trematocranus placodon"
"Malawi","Trematocranus placodon"
"Victoria.lake","Trematocranus placodon"
"Lake.Eyre.Basin","Triacanthus biaculeatus"
"Mojave","Tridentiger bifasciatus"
"Bear.river","Zalieutes elater"
"Ahaggar","Zenopsis conchifer"
"Cuitzeo","Zoogoneticus tequila"
"Santa.Maria","Achirus mazatlanus"
"Malheur.lake","Acrocheilus alutaceus"
"Casas.Grandes","Agosia chrysogaster"
"Del.Carmen","Agosia chrysogaster"
"Sulphur.Springs.valley","Agosia chrysogaster"
"Truxton.Wash","Agosia chrysogaster"
"Maharlu","Alburnus mossulensis"
"Van","Alburnus mossulensis"
"Victoria.lake","Alestopetersius leopoldianus"
"Cuitzeo","Alloophorus robustus"
"Valle.de.Mexico","Alloophorus robustus"
"Bulloo","Ambassis agassizii"
"Lake.Buchanan","Ambassis agassizii"
"Lake.Eyre.Basin","Ambassis agassizii"
"Newcastle.Waters","Ambassis agassizii"
"Playford","Ambassis agassizii"
"Tarrabool.lake","Ambassis agassizii"
"Walkabout.creek","Ambassis agassizii"
"Western.creek","Ambassis agassizii"
"Lake.Eyre.Basin","Ambassis agrammus"
"Newcastle.Waters","Ambassis agrammus"
"Playford","Ambassis agrammus"
"Tarrabool.lake","Ambassis agrammus"
"Walkabout.creek","Ambassis agrammus"
"Edward","Amphilius jacksonii"
"George.lake","Amphilius jacksonii"
"Kyoga","Amphilius jacksonii"
"Lake.Rukwa","Amphilius jacksonii"
"Tanganyika","Amphilius jacksonii"
"Victoria.lake","Amphilius jacksonii"
"Chilwa","Amphilius uranoscopus"
"Lac.Bulera","Amphilius uranoscopus"
"Lake.Rukwa","Amphilius uranoscopus"
"Malawi","Amphilius uranoscopus"
"Okavango","Amphilius uranoscopus"
"Tanganyika","Amphilius uranoscopus"
"Uaso.Nyiro.River","Amphilius uranoscopus"
"Victoria.lake","Amphilius uranoscopus"
"Beysehir","Aphanius anatoliae"
"Burdur","Aphanius anatoliae"
"Tuz","Aphanius anatoliae"
"Guir","Aphanius saourensis"
"Kivu","Apocryptes bato"
"Antelope.Wash","Archoplites interruptus"
"Bear.river","Archoplites interruptus"
"Humboldt","Archoplites interruptus"
"Owens","Archoplites interruptus"
"Truckee","Archoplites interruptus"
"Walker.USA","Archoplites interruptus"
"Whitewater","Archoplites interruptus"
"Abhe.Bad","Argyropelecus affinis"
"Lake.Rukwa","Astatotilapia burtoni"
"Tanganyika","Astatotilapia burtoni"
"Victoria.lake","Astatotilapia burtoni"
"Tchad","Auchenoglanis biscutatus"
"Edward","Auchenoglanis occidentalis"
"George.lake","Auchenoglanis occidentalis"
"Kyoga","Auchenoglanis occidentalis"
"Lake.Albert","Auchenoglanis occidentalis"
"Lake.Rukwa","Auchenoglanis occidentalis"
"Tanganyika","Auchenoglanis occidentalis"
"Tchad","Auchenoglanis occidentalis"
"Edward","Bagrus bajad"
"Kyoga","Bagrus bajad"
"Lake.Albert","Bagrus bajad"
"Tchad","Bagrus bajad"
"Chilwa","Bagrus meridionalis"
"Malawi","Bagrus meridionalis"
"Tchad","Brevimyrus niger"
"Chilwa","Brycinus imberi"
"Lake.Malombe","Brycinus imberi"
"Malawi","Brycinus imberi"
"Okavango","Brycinus imberi"
"Tanganyika","Brycinus imberi"
"Tchad","Brycinus imberi"
"Kyoga","Brycinus jacksonii"
"Victoria.lake","Brycinus jacksonii"
"Edward","Brycinus macrolepidotus"
"Lake.Albert","Brycinus macrolepidotus"
"Tchad","Brycinus macrolepidotus"
"Turkana","Brycinus macrolepidotus"
"Edward","Brycinus nurse"
"Lake.Albert","Brycinus nurse"
"Lake.Rukwa","Brycinus nurse"
"Tchad","Brycinus nurse"
"Victoria.lake","Brycinus nurse"
"Tanganyika","Brycinus rhodopleura"
"Mashkel","Cabdio morar"
"Amu.Darya","Capoeta capoeta"
"Dasht.e.Kavir","Capoeta capoeta"
"Esfahan","Capoeta capoeta"
"Heraz","Capoeta capoeta"
"Kor","Capoeta capoeta"
"Sevan","Capoeta capoeta"
"Zarrine","Capoeta capoeta"
"Bear.river","Catostomus latipinnis"
"Sulphur.Springs.valley","Catostomus latipinnis"
"Aguanaval","Catostomus plebeius"
"Casas.Grandes","Catostomus plebeius"
"Del.Carmen","Catostomus plebeius"
"Nazas","Catostomus plebeius"
"Santa.Maria","Catostomus plebeius"
"Valle.de.Mexico","Centropomus mexicanus"
"Tchad","Chrysichthys auratus"
"Lake.Albert","Citharinus latus"
"Tchad","Citharinus latus"
"Okavango","Clarias submarginatus"
"Edward","Clarias werneri"
"George.lake","Clarias werneri"
"Kyoga","Clarias werneri"
"Lake.Albert","Clarias werneri"
"Tanganyika","Clarias werneri"
"Victoria.lake","Clarias werneri"
"Tchad","Clarotes laticeps"
"Bear.river","Clinostomus taenia"
"Tchad","Clypeobarbus pleuropholis"
"Okavango","Coelorinchus acanthiger"
"Malawi","Copadichromis quadrimaculatus"
"Malawi","Copadichromis trimaculatus"
"Lake.Malombe","Corematodus shiranus"
"Malawi","Corematodus shiranus"
"Amu.Darya","Cosmocampus elucens"
"Lake.Eyre.Basin","Craterocephalus marjoriae"
"Mashkel","Crossocheilus diplochilus"
"Lake.Rukwa","Ctenochromis horei"
"Tanganyika","Ctenochromis horei"
"Victoria.lake","Ctenochromis horei"
"Tchad","Ctenopoma petherici"
"Tanganyika","Cyphotilapia frontosa"
"Nazas","Cyprinella xanthicara"
"Maharlu","Cyprinion macrostomum"
"Nazas","Cyprinodon latifasciatus"
"Billeroo.creek","Cypselurus poecilopterus"
"Nazas","Dionda episcopa"
"Lake.Albert","Distichodus nefasch"
"Lake.Albert","Distichodus rostratus"
"Tana.lake","Distichodus rostratus"
"Tchad","Distichodus rostratus"
"Tanganyika","Distichodus sexfasciatus"
"Tanganyika","Ectodus descampsii"
"Malawi","Engraulicypris sardella"
"Tchad","Enteromius callipterus"
"Edward","Enteromius cercops"
"George.lake","Enteromius cercops"
"Kyoga","Enteromius cercops"
"Natron","Enteromius cercops"
"Tanganyika","Enteromius cercops"
"Victoria.lake","Enteromius cercops"
"Tchad","Enteromius guirali"
"Tchad","Enteromius leonensis"
"Tchad","Enteromius macinensis"
"Bahar.el.Hammar","Enteromius macrops"
"Tchad","Enteromius macrops"
"Edward","Enteromius neumayeri"
"George.lake","Enteromius neumayeri"
"Kivu","Enteromius neumayeri"
"Kyoga","Enteromius neumayeri"
"Lac.Bulera","Enteromius neumayeri"
"Lake.Albert","Enteromius neumayeri"
"Natron","Enteromius neumayeri"
"Tanganyika","Enteromius neumayeri"
"Turkana","Enteromius neumayeri"
"Uaso.Nyiro.River","Enteromius neumayeri"
"Victoria.lake","Enteromius neumayeri"
"Tchad","Enteromius nigeriensis"
"Kyoga","Enteromius nyanzae"
"Victoria.lake","Enteromius nyanzae"
"Edward","Enteromius perince"
"George.lake","Enteromius perince"
"Lake.Albert","Enteromius perince"
"Tana.lake","Enteromius perince"
"Tchad","Enteromius perince"
"Victoria.lake","Enteromius perince"
"Dead.Sea","Equulites elongatus"
"Qinghai","Etheostoma cragini"
"Tchad","Fundulopanchax gardneri"
"Cuitzeo","Gambusia vittata"
"Wadi.Muqayleet","Garra barreimiae"
"Beysehir","Garra kemali"
"Dead.Sea","Garra lamta"
"Dead.Sea","Garra rufa"
"Kor","Garra rufa"
"Maharlu","Garra rufa"
"Zarrine","Garra rufa"
"Antelope.Wash","Gila atraria"
"Bear.lake","Gila atraria"
"Bear.river","Gila atraria"
"Aguanaval","Gila conspersa"
"Nazas","Gila conspersa"
"Del.Carmen","Gila pandora"
"Whitewater","Gillichthys mirabilis"
"Tchad","Gnathonemus petersii"
"Victoria.lake","Gnathonemus petersii"
"Tchad","Gymnarchus niloticus"
"Kivu","Gymnoscopelus nicholsi"
"Edward","Haplochromis aeneocolor"
"George.lake","Haplochromis aeneocolor"
"Victoria.lake","Haplochromis aeneocolor"
"Victoria.lake","Haplochromis beadlei"
"Victoria.lake","Haplochromis bicolor"
"Victoria.lake","Haplochromis chilotes"
"Victoria.lake","Haplochromis crassilabris"
"Victoria.lake","Haplochromis fusiformis"
"Victoria.lake","Haplochromis hiatus"
"Kyoga","Haplochromis latifasciatus"
"Kyoga","Haplochromis lividus"
"Victoria.lake","Haplochromis lividus"
"Kyoga","Haplochromis macrocephalus"
"Victoria.lake","Haplochromis macrocephalus"
"Lake.Albert","Haplochromis mahagiensis"
"Kyoga","Haplochromis maxillaris"
"Victoria.lake","Haplochromis maxillaris"
"Edward","Haplochromis nubilus"
"George.lake","Haplochromis nubilus"
"Kyoga","Haplochromis nubilus"
"Lake.Albert","Haplochromis nubilus"
"Victoria.lake","Haplochromis nubilus"
"Edward","Haplochromis orthostoma"
"George.lake","Haplochromis orthostoma"
"Kyoga","Haplochromis orthostoma"
"Victoria.lake","Haplochromis orthostoma"
"Victoria.lake","Haplochromis pharyngomylus"
"Kyoga","Haplochromis phytophagus"
"Victoria.lake","Haplochromis phytophagus"
"Kyoga","Haplochromis plagiodon"
"Victoria.lake","Haplochromis plagiodon"
"Kyoga","Haplochromis riponianus"
"Victoria.lake","Haplochromis riponianus"
"Kyoga","Haplochromis sauvagei"
"Victoria.lake","Haplochromis sauvagei"
"Edward","Haplochromis schubotziellus"
"George.lake","Haplochromis schubotziellus"
"Edward","Haplochromis serridens"
"Kyoga","Haplochromis simotes"
"Lake.Albert","Haplochromis simotes"
"Victoria.lake","Haplochromis simotes"
"Edward","Haplochromis squamipinnis"
"George.lake","Haplochromis squamipinnis"
"Kyoga","Haplochromis squamipinnis"
"Victoria.lake","Haplochromis squamipinnis"
"Victoria.lake","Haplochromis stanleyi"
"Victoria.lake","Haplochromis teunisrasi"
"Victoria.lake","Haplochromis venator"
"Kyoga","Haplochromis victoriae"
"Victoria.lake","Haplochromis victoriae"
"Victoria.lake","Haplochromis xenognathus"
"Tanganyika","Hemibates stenosoma"
"Okavango","Hepsetus odoe"
"Tchad","Hepsetus odoe"
"Mar.Chiquita","Heptapterus mustelinus"
"Tchad","Heterobranchus bidorsalis"
"Awasa.Hayk","Heterobranchus longifilis"
"Malawi","Heterobranchus longifilis"
"Tanganyika","Heterobranchus longifilis"
"Tchad","Heterobranchus longifilis"
"Uaso.Nyiro.River","Heterobranchus longifilis"
"Tchad","Hydrocynus brevis"
"Lake.Albert","Hydrocynus forskahlii"
"Tanganyika","Hydrocynus forskahlii"
"Tchad","Hydrocynus forskahlii"
"Turkana","Hydrocynus forskahlii"
"Lake.Albert","Hyperopisus bebe"
"Tchad","Hyperopisus bebe"
"Tchad","Ichthyborus besse"
"Bear.lake","Iotichthys phlegethontis"
"Bear.river","Iotichthys phlegethontis"
"Syr.Darya","Iskandaria kuschakewitschi"
"Tanganyika","Julidochromis marlieri"
"Tanganyika","Kneria wittei"
"Etosha.Pan","Labeo ansorgii"
"Malawi","Labeo ansorgii"
"Okavango","Labeo ansorgii"
"Tanganyika","Labeo coubie"
"Tchad","Labeo coubie"
"Edward","Labeo forskalii"
"Kyoga","Labeo forskalii"
"Lake.Albert","Labeo forskalii"
"Okavango","Labeo forskalii"
"Turkana","Labeo forskalii"
"Lake.Albert","Labeo horie"
"Turkana","Labeo horie"
"Lake.Albert","Labeo niloticus"
"Tchad","Labeo senegalensis"
"Kyoga","Labeo victorianus"
"Malawi","Labeo victorianus"
"Okavango","Labeo victorianus"
"Tchad","Labeo victorianus"
"Victoria.lake","Labeo victorianus"
"George.lake","Labeobarbus bynni"
"Lake.Albert","Labeobarbus bynni"
"Turkana","Labeobarbus bynni"
"Malawi","Labeotropheus trewavasae"
"Mojave","Lampanyctus tenuiformis"
"Tanganyika","Lamprologus lemairii"
"Edward","Lates niloticus"
"George.lake","Lates niloticus"
"Kyoga","Lates niloticus"
"Lake.Albert","Lates niloticus"
"Tanganyika","Lates niloticus"
"Tchad","Lates niloticus"
"Turkana","Lates niloticus"
"Victoria.lake","Lates niloticus"
"Tanganyika","Lepidiolamprologus cunningtoni"
"Bear.river","Lepidomeda copei"
"Lake.Albert","Leptocypris niloticus"
"Tchad","Leptocypris niloticus"
"Turkana","Leptocypris niloticus"
"Lake.Malombe","Lethrinops lethrinus"
"Malawi","Lethrinops lethrinus"
"Malawi","Lethrinops stridei"
"Tanganyika","Limnotilapia dardennii"
"Valle.de.Mexico","Lopholatilus chamaeleonticeps"
"Bahar.el.Hammar","Luciobarbus pallaryi"
"Guir","Luciobarbus pallaryi"
"Loukos","Luciobarbus pallaryi"
"Rheris","Luciobarbus pallaryi"
"Bahar.el.Hammar","Luciobarbus setivimensis"
"Loukos","Luciobarbus setivimensis"
"Okavango","Malapterurus electricus"
"Tanganyika","Malapterurus electricus"
"Tchad","Malapterurus electricus"
"Lake.Albert","Marcusenius cyprinoides"
"Tchad","Marcusenius cyprinoides"
"Chilwa","Marcusenius macrolepidotus"
"Etosha.Pan","Marcusenius macrolepidotus"
"Kyoga","Marcusenius macrolepidotus"
"Malawi","Marcusenius macrolepidotus"
"Okavango","Marcusenius macrolepidotus"
"Tanganyika","Marcusenius macrolepidotus"
"Kyoga","Marcusenius victoriae"
"Lake.Albert","Marcusenius victoriae"
"Victoria.lake","Marcusenius victoriae"
"Tanganyika","Mastacembelus cunningtoni"
"Tanganyika","Mastacembelus ellipsifer"
"Edward","Mastacembelus frenatus"
"Kyoga","Mastacembelus frenatus"
"Lake.Albert","Mastacembelus frenatus"
"Lake.Rukwa","Mastacembelus frenatus"
"Malawi","Mastacembelus frenatus"
"Okavango","Mastacembelus frenatus"
"Tanganyika","Mastacembelus frenatus"
"Victoria.lake","Mastacembelus frenatus"
"Malawi","Maylandia chrysomallos"
"Malawi","Maylandia zebra"
"Mar.Chiquita","Microglanis cottoides"
"Dead.Sea","Mirogrex terraesanctae"
"Tchad","Mormyrus caballus"
"Edward","Mormyrus caschive"
"Lake.Albert","Mormyrus caschive"
"Tchad","Mormyrus hasselquistii"
"Edward","Mormyrus kannume"
"George.lake","Mormyrus kannume"
"Kyoga","Mormyrus kannume"
"Lake.Albert","Mormyrus kannume"
"Uaso.Nyiro.River","Mormyrus kannume"
"Victoria.lake","Mormyrus kannume"
"Malawi","Mylochromis melanonotus"
"Malawi","Mylochromis sphaerodon"
"Amu.Darya","Mylopharyngodon piceus"
"Okavango","Nannocharax fasciatus"
"Tchad","Nannocharax fasciatus"
"Lake.Eyre.Basin","Nematalosa come"
"Tanganyika","Neolamprologus fasciatus"
"Tanganyika","Neolamprologus tetracanthus"
"Bulloo","Neosilurus hyrtlii"
"Gosse","Neosilurus hyrtlii"
"Lake.Eyre.Basin","Neosilurus hyrtlii"
"Lake.Lewis","Neosilurus hyrtlii"
"Newcastle.Waters","Neosilurus hyrtlii"
"Playford","Neosilurus hyrtlii"
"Walkabout.creek","Neosilurus hyrtlii"
"Lake.Malombe","Nimbochromis livingstonii"
"Malawi","Nimbochromis livingstonii"
"Ruoshui","Notropis dorsalis"
"Shule","Notropis dorsalis"
"Laguna.Inchauspe","Oligosarcus jenynsii"
"Laguna.Las.Tunas.Grandes","Oligosarcus jenynsii"
"Mar.Chiquita","Oligosarcus jenynsii"
"Antelope.Wash","Oncorhynchus aguabonita"
"Bear.river","Oncorhynchus aguabonita"
"Humboldt","Oncorhynchus aguabonita"
"Mojave","Oncorhynchus aguabonita"
"Owens","Oncorhynchus aguabonita"
"Truckee","Oncorhynchus aguabonita"
"Walker.USA","Oncorhynchus aguabonita"
"Tanganyika","Ophthalmotilapia nasuta"
"Amu.Darya","Opsariichthys bidens"
"Syr.Darya","Opsariichthys bidens"
"Great.Lakes.Mongolia","Oreoleuciscus potanini"
"Salina.de.Uyuni","Orestias agassizii"
"Titicaca","Orestias agassizii"
"Titicaca","Orestias crawfordi"
"Titicaca","Orestias frontosus"
"Titicaca","Orestias luteus"
"Titicaca","Orestias pentlandii"
"Malawi","Otopharynx speciosus"
"Victoria.lake","Otopharynx speciosus"
"Lake.Malombe","Otopharynx tetrastigma"
"Malawi","Otopharynx tetrastigma"
"Dead.Sea","Oxynoemacheilus tigris"
"Valle.de.Mexico","Pangasianodon hypophthalmus"
"Tchad","Parachanna obscura"
"Tchad","Parailia pellucida"
"Syr.Darya","Pelecus cultratus"
"Tchad","Pellonula leonensis"
"Ahaggar","Peristedion cataphractum"
"Tchad","Petrocephalus bane"
"Tchad","Petrocephalus simus"
