"grids","species"
"Whitewater","Lepomis gibbosus"
"Aguanaval","Lepomis gulosus"
"Bear.river","Lepomis gulosus"
"Qaidam","Lepomis gulosus"
"Qinghai","Lepomis humilis"
"Rheris","Lepomis humilis"
"Ruoshui","Lepomis humilis"
"Shiyang","Lepomis humilis"
"Shule","Lepomis humilis"
"Aguanaval","Lepomis macrochirus"
"Antelope.Wash","Lepomis macrochirus"
"Bear.river","Lepomis macrochirus"
"Casas.Grandes","Lepomis macrochirus"
"Cuitzeo","Lepomis macrochirus"
"Del.Carmen","Lepomis macrochirus"
"Devils.lake","Lepomis macrochirus"
"Humboldt","Lepomis macrochirus"
"Mojave","Lepomis macrochirus"
"Nazas","Lepomis macrochirus"
"Owens","Lepomis macrochirus"
"Qaidam","Lepomis macrochirus"
"Qinghai","Lepomis macrochirus"
"Ruoshui","Lepomis macrochirus"
"Santa.Maria","Lepomis macrochirus"
"Shule","Lepomis macrochirus"
"Truckee","Lepomis macrochirus"
"Valle.de.Mexico","Lepomis macrochirus"
"Walker.USA","Lepomis macrochirus"
"Whitewater","Lepomis macrochirus"
"Del.Carmen","Lepomis megalotis"
"Nazas","Lepomis megalotis"
"Qinghai","Lepomis megalotis"
"Shule","Lepomis megalotis"
"Mar.Chiquita","Leporinus obtusidens"
"Amu.Darya","Leuciscus aspius"
"Balkhash","Leuciscus aspius"
"Prespa","Leucos basak"
"Kivu","Limnothrissa miodon"
"Tanganyika","Limnothrissa miodon"
"Bear.river","Lucania parva"
"Humboldt","Lucania parva"
"Amu.Darya","Luciobarbus brachycephalus"
"Bahar.el.Hammar","Luciobarbus callensis"
"En.Namous","Luciobarbus callensis"
"Guir","Luciobarbus callensis"
"Loukos","Luciobarbus callensis"
"Rheris","Luciobarbus callensis"
"Tassili","Luciobarbus callensis"
"Dead.Sea","Luciobarbus pectoralis"
"Avoca","Macquaria ambigua"
"Bulloo","Macquaria ambigua"
"Lake.Boga","Macquaria ambigua"
"Lake.Brewster","Macquaria ambigua"
"Lake.Bringalbert","Macquaria ambigua"
"Lake.Eyre.Basin","Macquaria ambigua"
"Lake.Hindmarsh","Macquaria ambigua"
"Trial.Well","Macquaria ambigua"
"Barongarook.creek","Macquaria australasica"
"Corangamite","Macquaria australasica"
"Lake.Hindmarsh","Macquaria australasica"
"Shule","Macrhybopsis aestivalis"
"Shule","Macrhybopsis storeriana"
"Valle.de.Mexico","Makaira nigricans"
"Amu.Darya","Mastacembelus armatus"
"Okavango","Maurolicus muelleri"
"Syr.Darya","Melanogrammus aeglefinus"
"Valle.de.Mexico","Menticirrhus americanus"
"Truckee","Micropterus coosae"
"Antelope.Wash","Micropterus dolomieu"
"Bear.river","Micropterus dolomieu"
"Death.Valley","Micropterus dolomieu"
"Del.Carmen","Micropterus dolomieu"
"Humboldt","Micropterus dolomieu"
"Malheur.lake","Micropterus dolomieu"
"Owens","Micropterus dolomieu"
"Truckee","Micropterus dolomieu"
"Whitewater","Micropterus dolomieu"
"Aguanaval","Micropterus salmoides"
"Antelope.Wash","Micropterus salmoides"
"Bear.river","Micropterus salmoides"
"Cuitzeo","Micropterus salmoides"
"Death.Valley","Micropterus salmoides"
"Del.Carmen","Micropterus salmoides"
"Humboldt","Micropterus salmoides"
"Malheur.lake","Micropterus salmoides"
"Mojave","Micropterus salmoides"
"Nazas","Micropterus salmoides"
"None.Given","Micropterus salmoides"
"Owens","Micropterus salmoides"
"Qaidam","Micropterus salmoides"
"Qinghai","Micropterus salmoides"
"Ruoshui","Micropterus salmoides"
"Santa.Maria","Micropterus salmoides"
"Shule","Micropterus salmoides"
"Truckee","Micropterus salmoides"
"Valle.de.Mexico","Micropterus salmoides"
"Walker.USA","Micropterus salmoides"
"Warner.valley","Micropterus salmoides"
"Whitewater","Micropterus salmoides"
"Bear.river","Misgurnus anguillicaudatus"
"Great.Lakes.Mongolia","Misgurnus anguillicaudatus"
"Ruoshui","Morone americana"
"Shule","Morone americana"
"Bear.river","Morone chrysops"
"Devils.lake","Morone chrysops"
"Humboldt","Morone chrysops"
"Ruoshui","Morone chrysops"
"Shule","Morone chrysops"
"Truckee","Morone chrysops"
"Qinghai","Moxostoma macrolepidotum"
"Ruoshui","Moxostoma macrolepidotum"
"Dead.Sea","Mugil cephalus"
"Titicaca","Mugil cephalus"
"Whitewater","Mugil cephalus"
"Valle.de.Mexico","Mycteroperca microlepis"
"Syr.Darya","Myoxocephalus octodecemspinosus"
"Avoca","Nematalosa erebi"
"Billeroo.creek","Nematalosa erebi"
"Bulloo","Nematalosa erebi"
"Cogie.creek","Nematalosa erebi"
"Hanlon.creek","Nematalosa erebi"
"Lake.Boga","Nematalosa erebi"
"Lake.Eyre","Nematalosa erebi"
"Lake.Eyre.Basin","Nematalosa erebi"
"Lake.Hindmarsh","Nematalosa erebi"
"Lake.Machattie","Nematalosa erebi"
"Newcastle.Waters","Nematalosa erebi"
"Playford","Nematalosa erebi"
"Round.lake","Nematalosa erebi"
"Tarrabool.lake","Nematalosa erebi"
"Walkabout.creek","Nematalosa erebi"
"Syr.Darya","Nemichthys scolopaceus"
"Amu.Darya","Neogobius melanostomus"
"Tanganyika","Neolebias trilineatus"
"Bulloo","Neopomacentrus azysron"
"Bear.river","Nocomis biguttatus"
"Aguanaval","Nosferatu labridens"
"Bear.river","Notemigonus crysoleucas"
"Death.Valley","Notemigonus crysoleucas"
"Malheur.lake","Notemigonus crysoleucas"
"Qaidam","Notemigonus crysoleucas"
"Ruoshui","Notemigonus crysoleucas"
"Shule","Notemigonus crysoleucas"
"Truckee","Notemigonus crysoleucas"
"Whitewater","Notemigonus crysoleucas"
"Bear.river","Notropis atherinoides"
"Owens","Notropis atherinoides"
"Qinghai","Notropis atherinoides"
"Ruoshui","Notropis atherinoides"
"Shule","Notropis atherinoides"
"Bear.river","Notropis hudsonius"
"Laguna.Chasico","Odontesthes bonariensis"
"Laguna.Inchauspe","Odontesthes bonariensis"
"Laguna.Las.Tunas.Grandes","Odontesthes bonariensis"
"Salina.Grandes","Odontesthes bonariensis"
"Titicaca","Odontesthes regia"
"Albert.lake","Oncorhynchus clarkii"
"Antelope.Wash","Oncorhynchus clarkii"
"Bear.river","Oncorhynchus clarkii"
"Death.Valley","Oncorhynchus clarkii"
"Humboldt","Oncorhynchus clarkii"
"Malheur.lake","Oncorhynchus clarkii"
"None.Given","Oncorhynchus clarkii"
"Owens","Oncorhynchus clarkii"
"Quinn","Oncorhynchus clarkii"
"Truckee","Oncorhynchus clarkii"
"Walker.USA","Oncorhynchus clarkii"
"Albert.lake","Oncorhynchus mykiss"
"Amu.Darya","Oncorhynchus mykiss"
"Antelope.Wash","Oncorhynchus mykiss"
"Avoca","Oncorhynchus mykiss"
"Bear.river","Oncorhynchus mykiss"
"Casas.Grandes","Oncorhynchus mykiss"
"Chilwa","Oncorhynchus mykiss"
"Corangamite","Oncorhynchus mykiss"
"Cuitzeo","Oncorhynchus mykiss"
"Dead.Sea","Oncorhynchus mykiss"
"Death.Valley","Oncorhynchus mykiss"
"Del.Carmen","Oncorhynchus mykiss"
"Dorodong.creek","Oncorhynchus mykiss"
"Haunted.Gully","Oncorhynchus mykiss"
"Humboldt","Oncorhynchus mykiss"
"Ione.Wash","Oncorhynchus mykiss"
"Lake.Hindmarsh","Oncorhynchus mykiss"
"Lake.Wallace","Oncorhynchus mykiss"
"Malheur.lake","Oncorhynchus mykiss"
"Mar.Chiquita","Oncorhynchus mykiss"
"Mojave","Oncorhynchus mykiss"
"Owens","Oncorhynchus mykiss"
"Quinn","Oncorhynchus mykiss"
"Salina.Grandes","Oncorhynchus mykiss"
"Sulphur.Springs.valley","Oncorhynchus mykiss"
"Titicaca","Oncorhynchus mykiss"
"Truckee","Oncorhynchus mykiss"
"Turkana","Oncorhynchus mykiss"
"Valle.de.Mexico","Oncorhynchus mykiss"
"Walker.USA","Oncorhynchus mykiss"
"Warner.valley","Oncorhynchus mykiss"
"White.Woman.creek","Oncorhynchus mykiss"
"Whitewater","Oncorhynchus mykiss"
"Antelope.Wash","Oncorhynchus tshawytscha"
"Barongarook.creek","Oncorhynchus tshawytscha"
"Corangamite","Oncorhynchus tshawytscha"
"Haunted.Gully","Oncorhynchus tshawytscha"
"Humboldt","Oncorhynchus tshawytscha"
"Lake.Hindmarsh","Oncorhynchus tshawytscha"
"Truckee","Oncorhynchus tshawytscha"
"Aguanaval","Oreochromis aureus"
"Ahaggar","Oreochromis aureus"
"Cuitzeo","Oreochromis aureus"
"Dead.Sea","Oreochromis aureus"
"Del.Carmen","Oreochromis aureus"
"Nazas","Oreochromis aureus"
"Tchad","Oreochromis aureus"
"Valle.de.Mexico","Oreochromis aureus"
"Edward","Oreochromis leucostictus"
"George.lake","Oreochromis leucostictus"
"Kivu","Oreochromis leucostictus"
"Kyoga","Oreochromis leucostictus"
"Lake.Albert","Oreochromis leucostictus"
"Lake.Bunyonyi","Oreochromis leucostictus"
"Malawi","Oreochromis leucostictus"
"Tanganyika","Oreochromis leucostictus"
"Victoria.lake","Oreochromis leucostictus"
"Abhe.Bad","Oreochromis mossambicus"
"Cuitzeo","Oreochromis mossambicus"
"Etosha.Pan","Oreochromis mossambicus"
"Malawi","Oreochromis mossambicus"
"Nazas","Oreochromis mossambicus"
"Okavango","Oreochromis mossambicus"
"Tanganyika","Oreochromis mossambicus"
"Whitewater","Oreochromis mossambicus"
"Abhe.Bad","Oreochromis niloticus"
"Awasa.Hayk","Oreochromis niloticus"
"Bahi.Swamp","Oreochromis niloticus"
"Baringo","Oreochromis niloticus"
"Bear.river","Oreochromis niloticus"
"Cuitzeo","Oreochromis niloticus"
"Dead.Sea","Oreochromis niloticus"
"Edward","Oreochromis niloticus"
"George.lake","Oreochromis niloticus"
"Kivu","Oreochromis niloticus"
"Kyoga","Oreochromis niloticus"
"Lac.Bulera","Oreochromis niloticus"
"Lake.Albert","Oreochromis niloticus"
"Lake.Bunyonyi","Oreochromis niloticus"
"Lake.Magadi.2","Oreochromis niloticus"
"Lake.Manyara","Oreochromis niloticus"
"Lake.Rukwa","Oreochromis niloticus"
"Malawi","Oreochromis niloticus"
"Naivasha","Oreochromis niloticus"
"Tana.lake","Oreochromis niloticus"
"Tanganyika","Oreochromis niloticus"
"Tchad","Oreochromis niloticus"
"Turkana","Oreochromis niloticus"
"Uaso.Nyiro.River","Oreochromis niloticus"
"Valle.de.Mexico","Oreochromis niloticus"
"Victoria.lake","Oreochromis niloticus"
"Ziway.Hayk","Oreochromis niloticus"
"Titicaca","Orestias laucaensis"
"Namak","Oxynoemacheilus bergianus"
"Zarrine","Oxynoemacheilus bergianus"
"Dead.Sea","Oxynoemacheilus panthera"
"Tchad","Pagellus erythrinus"
"Lake.Eyre.Basin","Pagrus auratus"
"Esfahan","Pampus argenteus"
"Amu.Darya","Parabramis pekinensis"
"Amu.Darya","Paracobitis longicauda"
"Balkhash","Paracobitis longicauda"
"Dasht.e.Lut","Paraschistura abdolii"
"Prespa","Pelasgus minutus"
"Antelope.Wash","Perca flavescens"
"Bear.river","Perca flavescens"
"Humboldt","Perca flavescens"
"Malheur.lake","Perca flavescens"
"Truckee","Perca flavescens"
"Walker.USA","Perca flavescens"
"Avoca","Perca fluviatilis"
"Barongarook.creek","Perca fluviatilis"
"Corangamite","Perca fluviatilis"
"Cornella.creek","Perca fluviatilis"
"Dorodong.creek","Perca fluviatilis"
"Haunted.Gully","Perca fluviatilis"
"Lake.Boga","Perca fluviatilis"
"Lake.Bringalbert","Perca fluviatilis"
"Lake.Hindmarsh","Perca fluviatilis"
"Lake.Tyrrell","Perca fluviatilis"
"Lake.Wallace","Perca fluviatilis"
"Mccossiens.Swamp","Perca fluviatilis"
"Mosquito.creek","Perca fluviatilis"
"Naracoorte.creek","Perca fluviatilis"
"Round.lake","Perca fluviatilis"
"Tatiara.creek","Perca fluviatilis"
"Trial.Well","Perca fluviatilis"
"Balkhash","Perca schrenkii"
"Issyk.Kul","Perccottus glenii"
"Mojave","Percina macrolepida"
"Bear.river","Percopsis omiscomaycus"
"Sebkhet.Safioune","Periophthalmus waltoni"
"Qinghai","Phenacobius mirabilis"
"Ruoshui","Phenacobius mirabilis"
"Shiyang","Phenacobius mirabilis"
"Shule","Phenacobius mirabilis"
"Avoca","Philypnodon grandiceps"
"Barongarook.creek","Philypnodon grandiceps"
"Corangamite","Philypnodon grandiceps"
"Cornella.creek","Philypnodon grandiceps"
"Haunted.Gully","Philypnodon grandiceps"
"Lake.Bringalbert","Philypnodon grandiceps"
"Lake.Colongulac","Philypnodon grandiceps"
"Lake.Eyre.Basin","Philypnodon grandiceps"
"Lake.Hindmarsh","Philypnodon grandiceps"
"Lake.Tyrrell","Philypnodon grandiceps"
"Lake.Wallace","Philypnodon grandiceps"
"Lochaber.Swamp","Philypnodon grandiceps"
"Lucindale","Philypnodon grandiceps"
"Mosquito.creek","Philypnodon grandiceps"
"Naracoorte.creek","Philypnodon grandiceps"
"Reedy.lake","Philypnodon grandiceps"
"Round.lake","Philypnodon grandiceps"
"Tatiara.creek","Philypnodon grandiceps"
"Lake.Eyre.Basin","Phyllopteryx taeniolatus"
"Mar.Chiquita","Pimelodus albicans"
"Qinghai","Pimephales notatus"
"Ruoshui","Pimephales notatus"
"Bear.river","Pimephales promelas"
"Casas.Grandes","Pimephales promelas"
"Del.Carmen","Pimephales promelas"
"Devils.lake","Pimephales promelas"
"Humboldt","Pimephales promelas"
"Mojave","Pimephales promelas"
"Nazas","Pimephales promelas"
"Qinghai","Pimephales promelas"
"Ruoshui","Pimephales promelas"
"Santa.Maria","Pimephales promelas"
"Shiyang","Pimephales promelas"
"Shule","Pimephales promelas"
"Sulphur.Springs.valley","Pimephales promelas"
"Truckee","Pimephales promelas"
"White.Woman.creek","Pimephales promelas"
"Bear.river","Pimephales vigilax"
"Qinghai","Pimephales vigilax"
"Shule","Pimephales vigilax"
"Lake.Eyre.Basin","Platycephalus laevigatus"
"Valle.de.Mexico","Poecilia latipunctata"
"Antelope.Wash","Poecilia mexicana"
"Cuitzeo","Poecilia mexicana"
"Nazas","Poecilia mexicana"
"Whitewater","Poecilia mexicana"
"Antelope.Wash","Poecilia reticulata"
"Bahar.el.Hammar","Poecilia reticulata"
"Bear.river","Poecilia reticulata"
"Cuitzeo","Poecilia reticulata"
"Death.Valley","Poecilia reticulata"
"Edward","Poecilia reticulata"
"George.lake","Poecilia reticulata"
"Guir","Poecilia reticulata"
"Kyoga","Poecilia reticulata"
"Malawi","Poecilia reticulata"
"Mojave","Poecilia reticulata"
"Naivasha","Poecilia reticulata"
"Nazas","Poecilia reticulata"
"Tchad","Poecilia reticulata"
"Valle.de.Mexico","Poecilia reticulata"
"Victoria.lake","Poecilia reticulata"
"Bear.river","Poecilia sphenops"
"Cuitzeo","Poecilia sphenops"
"Valle.de.Mexico","Poecilia sphenops"
"Whitewater","Poecilia sphenops"
"Cuitzeo","Poeciliopsis gracilis"
"Nazas","Poeciliopsis gracilis"
"Valle.de.Mexico","Poeciliopsis gracilis"
"Whitewater","Poeciliopsis gracilis"
"Nazas","Poeciliopsis pleurospilus"
"Tchad","Pollimyrus isidori"
"Turkana","Pollimyrus isidori"
"Bulloo","Pomacentrus coelestis"
"Lake.Eyre.Basin","Pomacentrus coelestis"
"Bulloo","Pomacentrus pavo"
"Antelope.Wash","Pomoxis annularis"
"Bear.river","Pomoxis annularis"
"Del.Carmen","Pomoxis annularis"
"Humboldt","Pomoxis annularis"
"Malheur.lake","Pomoxis annularis"
"Nazas","Pomoxis annularis"
"Qaidam","Pomoxis annularis"
"Ruoshui","Pomoxis annularis"
"Shule","Pomoxis annularis"
"Soda.lake","Pomoxis annularis"
"Truckee","Pomoxis annularis"
"Warner.valley","Pomoxis annularis"
"Antelope.Wash","Pomoxis nigromaculatus"
"Bear.river","Pomoxis nigromaculatus"
"Del.Carmen","Pomoxis nigromaculatus"
"Humboldt","Pomoxis nigromaculatus"
"Mojave","Pomoxis nigromaculatus"
"Owens","Pomoxis nigromaculatus"
"Ruoshui","Pomoxis nigromaculatus"
"Shule","Pomoxis nigromaculatus"
"Soda.lake","Pomoxis nigromaculatus"
"Truckee","Pomoxis nigromaculatus"
"Warner.valley","Pomoxis nigromaculatus"
"Billeroo.creek","Pristipomoides filamentosus"
"Mar.Chiquita","Prochilodus lineatus"
"Corangamite","Pseudocaranx dentex"
"Lake.Eyre.Basin","Pseudocaranx dentex"
"Amu.Darya","Pseudorasbora parva"
"Beysehir","Pseudorasbora parva"
"Issyk.Kul","Pseudorasbora parva"
"Loukos","Pseudorasbora parva"
"Namak","Pseudorasbora parva"
"Prespa","Pseudorasbora parva"
"Syr.Darya","Pseudorasbora parva"
"Corangamite","Pterygotrigla polyommata"
"Malheur.lake","Ptychocheilus oregonensis"
"Carlos.Tejedor","Rhamdia quelen"
"Laguna.Las.Tunas.Grandes","Rhamdia quelen"
"Mar.Chiquita","Rhamdia quelen"
"Bear.river","Rhinichthys cataractae"
"Malheur.lake","Rhinichthys cataractae"
"Nazas","Rhinichthys cataractae"
"Ruoshui","Rhinichthys cataractae"
"Albert.lake","Rhinichthys osculus"
"Antelope.Wash","Rhinichthys osculus"
"Bear.river","Rhinichthys osculus"
"Death.Valley","Rhinichthys osculus"
"Del.Carmen","Rhinichthys osculus"
"Humboldt","Rhinichthys osculus"
"Malheur.lake","Rhinichthys osculus"
"Owens","Rhinichthys osculus"
"Quinn","Rhinichthys osculus"
"Sulphur.Springs.valley","Rhinichthys osculus"
"Truckee","Rhinichthys osculus"
"Walker.USA","Rhinichthys osculus"
"Warner.valley","Rhinichthys osculus"
"Heraz","Rhinogobius similis"
"Prespa","Rhodeus amarus"
"Amu.Darya","Rhodeus ocellatus"
"Syr.Darya","Rhodeus ocellatus"
"Bear.river","Richardsonius balteatus"
"Humboldt","Richardsonius balteatus"
"Malheur.lake","Richardsonius balteatus"
"Quinn","Richardsonius balteatus"
"Lake.Hindmarsh","Rutilus rutilus"
"Amu.Darya","Sabanejewia aurata"
"Syr.Darya","Sabanejewia aurata"
"Dead.Sea","Salaria fluviatilis"
"Mar.Chiquita","Salminus brasiliensis"
"Antelope.Wash","Salmo salar"
"Bear.river","Salmo salar"
"Truckee","Salmo salar"
"Valle.de.Mexico","Salmo salar"
"Amu.Darya","Salmo trutta"
"Antelope.Wash","Salmo trutta"
"Avoca","Salmo trutta"
"Bear.river","Salmo trutta"
"Corangamite","Salmo trutta"
"Del.Carmen","Salmo trutta"
"Haunted.Gully","Salmo trutta"
"Humboldt","Salmo trutta"
"Lake.Hindmarsh","Salmo trutta"
"Lake.Wallace","Salmo trutta"
"Mojave","Salmo trutta"
"Owens","Salmo trutta"
"Quinn","Salmo trutta"
"Syr.Darya","Salmo trutta"
"Truckee","Salmo trutta"
"Walker.USA","Salmo trutta"
"Zarrine","Salmo trutta"
"Albert.lake","Salvelinus fontinalis"
"Antelope.Wash","Salvelinus fontinalis"
"Bear.river","Salvelinus fontinalis"
"Cuitzeo","Salvelinus fontinalis"
"Humboldt","Salvelinus fontinalis"
"Ione.Wash","Salvelinus fontinalis"
"Mar.Chiquita","Salvelinus fontinalis"
"Mojave","Salvelinus fontinalis"
"Owens","Salvelinus fontinalis"
"Quinn","Salvelinus fontinalis"
"Truckee","Salvelinus fontinalis"
"Valle.de.Mexico","Salvelinus fontinalis"
"Walker.USA","Salvelinus fontinalis"
"Warner.valley","Salvelinus fontinalis"
"Bear.river","Salvelinus malma"
"Antelope.Wash","Salvelinus namaycush"
"Bear.river","Salvelinus namaycush"
"Truckee","Salvelinus namaycush"
"Amu.Darya","Sander lucioperca"
"Bear.river","Sander vitreus"
"Devils.lake","Sander vitreus"
"Humboldt","Sander vitreus"
"Shule","Sander vitreus"
"Truckee","Sander vitreus"
"Tarim","Sardinops sagax"
"Prespa","Sarmarutilus rubilio"
"Dead.Sea","Sarotherodon galilaeus"
"Lake.Albert","Sarotherodon galilaeus"
"Okavango","Sarotherodon galilaeus"
"Tassili","Sarotherodon galilaeus"
"Tchad","Sarotherodon galilaeus"
"Turkana","Sarotherodon galilaeus"
"Amu.Darya","Schizothorax eurystomus"
"Syr.Darya","Schizothorax eurystomus"
"Tarim","Schizothorax eurystomus"
"Heraz","Schizothorax richardsonii"
"Bahar.el.Hammar","Scomber japonicus"
"Valle.de.Mexico","Scomberomorus cavalla"
"Valle.de.Mexico","Selene vomer"
"Bear.river","Semotilus atromaculatus"
"Qinghai","Semotilus atromaculatus"
"Ruoshui","Semotilus atromaculatus"
"Shule","Semotilus atromaculatus"
"Valle.de.Mexico","Seriola dumerili"
"Mar.Chiquita","Serrasalmus maculatus"
"Lake.Eyre.Basin","Sillago ciliata"
"Amu.Darya","Silurus glanis"
"Dead.Sea","Silurus glanis"
"Syr.Darya","Silurus glanis"
"Billeroo.creek","Sphoeroides pachygaster"
"Namak","Squalius cephalus"
"Prespa","Squalius cephalus"
"Burdur","Squalius fellowesii"
"Beysehir","Squalius lepidus"
"Prespa","Squalius prespensis"
"Zarrine","Squalius turcicus"
"Amu.Darya","Stephanolepis hispidus"
"Santa.Maria","Symphurus fasciolaris"
"Mar.Chiquita","Synbranchus marmoratus"
"Ahaggar","Syngnathus acus"
"Santa.Maria","Syngnathus leptorhynchus"
"Pichin.Lora","Terapon jarbua"
"Bulloo","Terapon theraps"
"Lake.Eyre.Basin","Tetractenos hamiltoni"
"Naracoorte.creek","Tetractenos hamiltoni"
"Chilwa","Tilapia sparrmanii"
"Etosha.Pan","Tilapia sparrmanii"
"Lake.Malombe","Tilapia sparrmanii"
"Lake.Rukwa","Tilapia sparrmanii"
"Malawi","Tilapia sparrmanii"
"Okavango","Tilapia sparrmanii"
"Tanganyika","Tilapia sparrmanii"
"Avoca","Tinca tinca"
"Barongarook.creek","Tinca tinca"
"Corangamite","Tinca tinca"
"Haunted.Gully","Tinca tinca"
"Lake.Boga","Tinca tinca"
"Lake.Hindmarsh","Tinca tinca"
"Lake.Tyrrell","Tinca tinca"
"Lake.Wallace","Tinca tinca"
"Lochaber.Swamp","Tinca tinca"
"Naracoorte.creek","Tinca tinca"
"Prespa","Tinca tinca"
"Round.lake","Tinca tinca"
"Okavango","Trichopodus trichopterus"
"Balkhash","Triplophysa dorsalis"
"Syr.Darya","Triplophysa ferganaensis"
"Amu.Darya","Triplophysa stoliczkai"
"Balkhash","Triplophysa stoliczkai"
"Pichin.Lora","Triplophysa stoliczkai"
"Syr.Darya","Triplophysa stoliczkai"
"Balikun","Triplophysa strauchii"
"Balkhash","Triplophysa strauchii"
"Syr.Darya","Triplophysa strauchii"
"Tarim","Triplophysa strauchii"
"Malawi","Tylochromis polylepis"
"Tanganyika","Tylochromis polylepis"
"Bear.river","Xiphophorus hellerii"
"Cuitzeo","Xiphophorus hellerii"
"Dead.Sea","Xiphophorus hellerii"
"Lake.Eyre.Basin","Xiphophorus hellerii"
"Nazas","Xiphophorus hellerii"
"Valle.de.Mexico","Xiphophorus hellerii"
"Whitewater","Xiphophorus hellerii"
"Cuitzeo","Xiphophorus maculatus"
"Nazas","Xiphophorus maculatus"
"Whitewater","Xiphophorus variatus"
"Lake.Eyre.Basin","Zeus faber"
"Blue.lake.Aus","Aldrichetta forsteri"
"Corangamite","Aldrichetta forsteri"
"Lake.Eyre.Basin","Aldrichetta forsteri"
"Kivu","Alepisaurus ferox"
"Lake.Albert","Alestes baremoze"
"Tchad","Alestes baremoze"
"Lake.Albert","Alestes dentex"
"Tchad","Alestes dentex"
"Barongarook.creek","Anguilla australis"
"Corangamite","Anguilla australis"
"Haunted.Gully","Anguilla australis"
"Lake.Colongulac","Anguilla australis"
"Lake.Hindmarsh","Anguilla australis"
"Whitewater","Anisotremus davidsonii"
"Bear.river","Anisotremus taeniatus"
"Dasht.e.Lut","Aphanius dispar"
"Dead.Sea","Aphanius dispar"
"Namak","Aphanius dispar"
"Wadi.SA1","Aphanius dispar"
"Lake.Eyre.Basin","Aracana aurita"
"Amu.Darya","Argyropelecus aculeatus"
"Syr.Darya","Argyropelecus hemigymnus"
"Ahaggar","Arnoglossus imperialis"
"Corangamite","Arripis georgianus"
"Corangamite","Arripis trutta"
"Lake.Eyre.Basin","Arripis truttacea"
"Chilwa","Astatotilapia calliptera"
"Lake.Malombe","Astatotilapia calliptera"
"Lake.Rukwa","Astatotilapia calliptera"
"Malawi","Astatotilapia calliptera"
"Okavango","Astatotilapia calliptera"
"Victoria.lake","Astatotilapia calliptera"
"Gairdner","Atherinosoma elongata"
"Mar.Chiquita","Australoheros facetus"
"Salina.Grandes","Australoheros facetus"
"Great.Lakes.Mongolia","Barbatula toni"
"Tanganyika","Bathybates fasciatus"
"Etosha.Pan","Bathyuroconger vicinus"
"Etosha.Pan","Brycinus lateralis"
"Okavango","Brycinus lateralis"
"Malawi","Buccochromis rhoadesii"
"Ruoshui","Carpiodes cyprinus"
"Shule","Carpiodes cyprinus"
"Bear.river","Catostomus ardens"
"Humboldt","Catostomus ardens"
"Del.Carmen","Catostomus clarkii"
"Bear.river","Catostomus discobolus"
"Bear.river","Catostomus macrocheilus"
"Humboldt","Catostomus macrocheilus"
"Malheur.lake","Catostomus macrocheilus"
"Bear.river","Catostomus platyrhynchus"
"Del.Carmen","Catostomus platyrhynchus"
"Humboldt","Catostomus platyrhynchus"
"Quinn","Catostomus platyrhynchus"
"Truckee","Catostomus platyrhynchus"
"Walker.USA","Catostomus platyrhynchus"
"Warner.valley","Catostomus warnerensis"
"Irharhar","Chlorurus perspicillatus"
"Bulloo","Chrysiptera biocellata"
"George.lake","Clarias anguillaris"
"Kyoga","Clarias anguillaris"
"Tassili","Clarias anguillaris"
"Tchad","Clarias anguillaris"
"Turkana","Clarias anguillaris"
"Etosha.Pan","Clarias ngamensis"
"Lake.Malombe","Clarias ngamensis"
"Malawi","Clarias ngamensis"
"Okavango","Clarias ngamensis"
"Tanganyika","Clarias ngamensis"
"Carlos.Tejedor","Cnesterodon decemmaculatus"
"Chocancharava","Cnesterodon decemmaculatus"
"Laguna.del.Monte","Cnesterodon decemmaculatus"
"Mar.Chiquita","Cnesterodon decemmaculatus"
"Salina.de.Guayatayoc","Cnesterodon decemmaculatus"
"Salina.Grandes","Cnesterodon decemmaculatus"
"Billeroo.creek","Cookeolus japonicus"
"Tchad","Coptodon guineensis"
"Whitewater","Coptodon guineensis"
"Avoca","Craterocephalus fulvus"
"Lake.Wallace","Craterocephalus fulvus"
"Bulloo","Craterocephalus stercusmuscarum"
"Lake.Eyre.Basin","Craterocephalus stercusmuscarum"
"Dead.Sea","Cyclichthys spilostylus"
"Helmand","Cyclothone microdon"
"Helmand","Cyclothone pseudopallida"
"Bear.river","Cyprinella lutrensis"
"Del.Carmen","Cyprinella lutrensis"
"Humboldt","Cyprinella lutrensis"
"Nazas","Cyprinella lutrensis"
"Qinghai","Cyprinella lutrensis"
"Ruoshui","Cyprinella lutrensis"
"Santa.Maria","Cyprinella lutrensis"
"Shiyang","Cyprinella lutrensis"
"Shule","Cyprinella lutrensis"
"Whitewater","Cyprinella lutrensis"
"Death.Valley","Cyprinodon macularius"
"Del.Carmen","Cyprinodon macularius"
"Mojave","Cyprinodon macularius"
"Whitewater","Cyprinodon macularius"
"Death.Valley","Cyprinodon salinus"
"Mojave","Cyprinodon salinus"
"Owens","Cyprinodon salinus"
"Lake.Eyre.Basin","Denariusa australis"
"Victoria.lake","Diaphus brachycephalus"
"Syr.Darya","Diaphus effulgens"
"Bahar.el.Hammar","Diaphus mollis"
"Syr.Darya","Dibranchus atlanticus"
"Lake.Eyre.Basin","Diodon nicthemerus"
"Bulloo","Dischistodus pseudochrysopoecilus"
"Malawi","Eleotris melanosoma"
"Blue.lake.Aus","Engraulis australis"
"Whitewater","Engraulis mordax"
"Lake.Eyre.Basin","Enoplosus armatus"
