"s" "f" "o"
"29127" "Scardinius_knezevici" "Cyprinidae" "Cypriniformes"
"29128" "Scardinius_plotizza" "Cyprinidae" "Cypriniformes"
"29129" "Scardinius_racovitzai" "Cyprinidae" "Cypriniformes"
"29130" "Scardinius_scardafa" "Cyprinidae" "Cypriniformes"
"29131" "Scartelaos_cantoris" "Gobiidae" "Gobiiformes"
"29132" "Scartelaos_gigas" "Gobiidae" "Gobiiformes"
"29133" "Scartelaos_histophorus" "Gobiidae" "Gobiiformes"
"29134" "Scartelaos_tenuis" "Gobiidae" "Gobiiformes"
"29135" "Scartella_caboverdiana" "Blenniidae" "Perciformes"
"29136" "Scartella_cristata" "Blenniidae" "Perciformes"
"29137" "Scartella_emarginata" "Blenniidae" "Perciformes"
"29138" "Scartella_itajobi" "Blenniidae" "Perciformes"
"29139" "Scartella_nuchifilis" "Blenniidae" "Perciformes"
"29140" "Scartella_poiti" "Blenniidae" "Perciformes"
"29141" "Scartella_springeri" "Blenniidae" "Perciformes"
"29142" "Scartichthys_crapulatus" "Blenniidae" "Perciformes"
"29143" "Scartichthys_gigas" "Blenniidae" "Perciformes"
"29144" "Scartichthys_variolatus" "Blenniidae" "Perciformes"
"29145" "Scartichthys_viridis" "Blenniidae" "Perciformes"
"29146" "Scarus_altipinnis" "Scaridae" "Perciformes"
"29147" "Scarus_arabicus" "Scaridae" "Perciformes"
"29148" "Scarus_caudofasciatus" "Scaridae" "Perciformes"
"29149" "Scarus_chameleon" "Scaridae" "Perciformes"
"29150" "Scarus_chinensis" "Scaridae" "Perciformes"
"29151" "Scarus_coelestinus" "Scaridae" "Perciformes"
"29152" "Scarus_coeruleus" "Scaridae" "Perciformes"
"29153" "Scarus_collana" "Scaridae" "Perciformes"
"29154" "Scarus_compressus" "Scaridae" "Perciformes"
"29155" "Scarus_dimidiatus" "Scaridae" "Perciformes"
"29156" "Scarus_dubius" "Scaridae" "Perciformes"
"29157" "Scarus_falcipinnis" "Scaridae" "Perciformes"
"29158" "Scarus_ferrugineus" "Scaridae" "Perciformes"
"29159" "Scarus_festivus" "Scaridae" "Perciformes"
"29160" "Scarus_flavipectoralis" "Scaridae" "Perciformes"
"29161" "Scarus_forsteni" "Scaridae" "Perciformes"
"29162" "Scarus_frenatus" "Scaridae" "Perciformes"
"29163" "Scarus_fuscocaudalis" "Scaridae" "Perciformes"
"29164" "Scarus_fuscopurpureus" "Scaridae" "Perciformes"
"29165" "Scarus_ghobban" "Scaridae" "Perciformes"
"29166" "Scarus_globiceps" "Scaridae" "Perciformes"
"29167" "Scarus_gracilis" "Scaridae" "Perciformes"
"29168" "Scarus_guacamaia" "Scaridae" "Perciformes"
"29169" "Scarus_hoefleri" "Scaridae" "Perciformes"
"29170" "Scarus_hypselopterus" "Scaridae" "Perciformes"
"29171" "Scarus_iseri" "Scaridae" "Perciformes"
"29172" "Scarus_koputea" "Scaridae" "Perciformes"
"29173" "Scarus_longipinnis" "Scaridae" "Perciformes"
"29174" "Scarus_maculipinna" "Scaridae" "Perciformes"
"29175" "Scarus_niger" "Scaridae" "Perciformes"
"29176" "Scarus_obishime" "Scaridae" "Perciformes"
"29177" "Scarus_oviceps" "Scaridae" "Perciformes"
"29178" "Scarus_ovifrons" "Scaridae" "Perciformes"
"29179" "Scarus_perrico" "Scaridae" "Perciformes"
"29180" "Scarus_persicus" "Scaridae" "Perciformes"
"29181" "Scarus_prasiognathos" "Scaridae" "Perciformes"
"29182" "Scarus_psittacus" "Scaridae" "Perciformes"
"29183" "Scarus_quoyi" "Scaridae" "Perciformes"
"29184" "Scarus_rivulatus" "Scaridae" "Perciformes"
"29185" "Scarus_rubroviolaceus" "Scaridae" "Perciformes"
"29186" "Scarus_russelii" "Scaridae" "Perciformes"
"29187" "Scarus_scaber" "Scaridae" "Perciformes"
"29188" "Scarus_schlegeli" "Scaridae" "Perciformes"
"29189" "Scarus_spinus" "Scaridae" "Perciformes"
"29190" "Scarus_taeniopterus" "Scaridae" "Perciformes"
"29191" "Scarus_tricolor" "Scaridae" "Perciformes"
"29192" "Scarus_trispinosus" "Scaridae" "Perciformes"
"29193" "Scarus_vetula" "Scaridae" "Perciformes"
"29194" "Scarus_viridifucatus" "Scaridae" "Perciformes"
"29195" "Scarus_xanthopleura" "Scaridae" "Perciformes"
"29196" "Scarus_zelindae" "Scaridae" "Perciformes"
"29197" "Scarus_zufar" "Scaridae" "Perciformes"
"29198" "Scatophagus_argus" "Scatophagidae" "Perciformes"
"29199" "Scatophagus_tetracanthus" "Scatophagidae" "Perciformes"
"29200" "Scaturiginichthys_vermeilipinnis" "Pseudomugilidae" "Atheriniformes"
"29201" "Schedophilus_griseolineatus" "Centrolophidae" "Perciformes"
"29202" "Schedophilus_haedrichi" "Centrolophidae" "Perciformes"
"29203" "Schedophilus_huttoni" "Centrolophidae" "Perciformes"
"29204" "Schedophilus_maculatus" "Centrolophidae" "Perciformes"
"29205" "Schedophilus_medusophagus" "Centrolophidae" "Perciformes"
"29206" "Schedophilus_ovalis" "Centrolophidae" "Perciformes"
"29207" "Schedophilus_pemarco" "Centrolophidae" "Perciformes"
"29208" "Schedophilus_velaini" "Centrolophidae" "Perciformes"
"29209" "Schilbe_angolensis" "Schilbeidae" "Siluriformes"
"29210" "Schilbe_banguelensis" "Schilbeidae" "Siluriformes"
"29211" "Schilbe_bocagii" "Schilbeidae" "Siluriformes"
"29212" "Schilbe_brevianalis" "Schilbeidae" "Siluriformes"
"29213" "Schilbe_congensis" "Schilbeidae" "Siluriformes"
"29214" "Schilbe_djeremi" "Schilbeidae" "Siluriformes"
"29215" "Schilbe_durinii" "Schilbeidae" "Siluriformes"
"29216" "Schilbe_grenfelli" "Schilbeidae" "Siluriformes"
"29217" "Schilbe_intermedius" "Schilbeidae" "Siluriformes"
"29218" "Schilbe_laticeps" "Schilbeidae" "Siluriformes"
"29219" "Schilbe_mandibularis" "Schilbeidae" "Siluriformes"
"29220" "Schilbe_marmoratus" "Schilbeidae" "Siluriformes"
"29221" "Schilbe_micropogon" "Schilbeidae" "Siluriformes"
"29222" "Schilbe_moebiusii" "Schilbeidae" "Siluriformes"
"29223" "Schilbe_multitaeniatus" "Schilbeidae" "Siluriformes"
"29224" "Schilbe_mystus" "Schilbeidae" "Siluriformes"
"29225" "Schilbe_nyongensis" "Schilbeidae" "Siluriformes"
"29226" "Schilbe_tumbanus" "Schilbeidae" "Siluriformes"
"29227" "Schilbe_uranoscopus" "Schilbeidae" "Siluriformes"
"29228" "Schilbe_yangambianus" "Schilbeidae" "Siluriformes"
"29229" "Schilbe_zairensis" "Schilbeidae" "Siluriformes"
"29230" "Schindleria_brevipinguis" "Schindleriidae" "Perciformes"
"29231" "Schindleria_elongata" "Schindleriidae" "Perciformes"
"29232" "Schindleria_nigropunctata" "Schindleriidae" "Perciformes"
"29233" "Schindleria_pietschmanni" "Schindleriidae" "Perciformes"
"29234" "Schindleria_praematura" "Schindleriidae" "Perciformes"
"29235" "Schismatogobius_alleni" "Gobiidae" "Gobiiformes"
"29236" "Schismatogobius_ampluvinculus" "Gobiidae" "Gobiiformes"
"29237" "Schismatogobius_arscuttoli" "Gobiidae" "Gobiiformes"
"29238" "Schismatogobius_baitabag" "Gobiidae" "Gobiiformes"
"29239" "Schismatogobius_bruynisi" "Gobiidae" "Gobiiformes"
"29240" "Schismatogobius_bussoni" "Gobiidae" "Gobiiformes"
"29241" "Schismatogobius_deraniyagalai" "Gobiidae" "Gobiiformes"
"29242" "Schismatogobius_essi" "Gobiidae" "Gobiiformes"
"29243" "Schismatogobius_fuligimentus" "Gobiidae" "Gobiiformes"
"29244" "Schismatogobius_hoesei" "Gobiidae" "Gobiiformes"
"29245" "Schismatogobius_insignus" "Gobiidae" "Gobiiformes"
"29246" "Schismatogobius_marmoratus" "Gobiidae" "Gobiiformes"
"29247" "Schismatogobius_mondo" "Gobiidae" "Gobiiformes"
"29248" "Schismatogobius_pallidus" "Gobiidae" "Gobiiformes"
"29249" "Schismatogobius_risdawatiae" "Gobiidae" "Gobiiformes"
"29250" "Schismatogobius_roxasi" "Gobiidae" "Gobiiformes"
"29251" "Schismatogobius_saurii" "Gobiidae" "Gobiiformes"
"29252" "Schismatogobius_tiola" "Gobiidae" "Gobiiformes"
"29253" "Schismatogobius_tuimanua" "Gobiidae" "Gobiiformes"
"29254" "Schismatogobius_vanuatuensis" "Gobiidae" "Gobiiformes"
"29255" "Schismatogobius_vitiensis" "Gobiidae" "Gobiiformes"
"29256" "Schismatorhynchos_endecarhapis" "Cyprinidae" "Cypriniformes"
"29257" "Schismatorhynchos_heterorhynchos" "Cyprinidae" "Cypriniformes"
"29258" "Schismatorhynchos_holorhynchos" "Cyprinidae" "Cypriniformes"
"29259" "Schismatorhynchos_nukta" "Cyprinidae" "Cypriniformes"
"29260" "Schismorhynchus_labialis" "Ophichthidae" "Anguilliformes"
"29261" "Schistura_acuticephalus" "Nemacheilidae" "Cypriniformes"
"29262" "Schistura_afasciata" "Nemacheilidae" "Cypriniformes"
"29263" "Schistura_aizawlensis" "Nemacheilidae" "Cypriniformes"
"29264" "Schistura_albirostris" "Nemacheilidae" "Cypriniformes"
"29265" "Schistura_albisella" "Nemacheilidae" "Cypriniformes"
"29266" "Schistura_alticrista" "Nemacheilidae" "Cypriniformes"
"29267" "Schistura_altipedunculata" "Nemacheilidae" "Cypriniformes"
"29268" "Schistura_amplizona" "Nemacheilidae" "Cypriniformes"
"29269" "Schistura_anambarensis" "Nemacheilidae" "Cypriniformes"
"29270" "Schistura_andrewi" "Nemacheilidae" "Cypriniformes"
"29271" "Schistura_antennata" "Nemacheilidae" "Cypriniformes"
"29272" "Schistura_aramis" "Nemacheilidae" "Cypriniformes"
"29273" "Schistura_arifi" "Nemacheilidae" "Cypriniformes"
"29274" "Schistura_athos" "Nemacheilidae" "Cypriniformes"
"29275" "Schistura_atra" "Nemacheilidae" "Cypriniformes"
"29276" "Schistura_aurantiaca" "Nemacheilidae" "Cypriniformes"
"29277" "Schistura_bachmaensis" "Nemacheilidae" "Cypriniformes"
"29278" "Schistura_bairdi" "Nemacheilidae" "Cypriniformes"
"29279" "Schistura_balteata" "Nemacheilidae" "Cypriniformes"
"29280" "Schistura_baluchiorum" "Nemacheilidae" "Cypriniformes"
"29281" "Schistura_bannaensis" "Nemacheilidae" "Cypriniformes"
"29282" "Schistura_beavani" "Nemacheilidae" "Cypriniformes"
"29283" "Schistura_bella" "Nemacheilidae" "Cypriniformes"
"29284" "Schistura_bhimachari" "Nemacheilidae" "Cypriniformes"
"29285" "Schistura_bolavenensis" "Nemacheilidae" "Cypriniformes"
"29286" "Schistura_breviceps" "Nemacheilidae" "Cypriniformes"
"29287" "Schistura_bucculenta" "Nemacheilidae" "Cypriniformes"
"29288" "Schistura_callichromus" "Nemacheilidae" "Cypriniformes"
"29289" "Schistura_callidora" "Nemacheilidae" "Cypriniformes"
"29290" "Schistura_carbonaria" "Nemacheilidae" "Cypriniformes"
"29291" "Schistura_carletoni" "Nemacheilidae" "Cypriniformes"
"29292" "Schistura_cataracta" "Nemacheilidae" "Cypriniformes"
"29293" "Schistura_caudofurca" "Nemacheilidae" "Cypriniformes"
"29294" "Schistura_chapaensis" "Nemacheilidae" "Cypriniformes"
"29295" "Schistura_chindwinica" "Nemacheilidae" "Cypriniformes"
"29296" "Schistura_cincticauda" "Nemacheilidae" "Cypriniformes"
"29297" "Schistura_clatrata" "Nemacheilidae" "Cypriniformes"
"29298" "Schistura_colossa" "Nemacheilidae" "Cypriniformes"
"29299" "Schistura_conirostris" "Nemacheilidae" "Cypriniformes"
"29300" "Schistura_coruscans" "Nemacheilidae" "Cypriniformes"
"29301" "Schistura_crabro" "Nemacheilidae" "Cypriniformes"
"29302" "Schistura_crassa" "Nemacheilidae" "Cypriniformes"
"29303" "Schistura_cryptofasciata" "Nemacheilidae" "Cypriniformes"
"29304" "Schistura_curtistigma" "Nemacheilidae" "Cypriniformes"
"29305" "Schistura_dalatensis" "Nemacheilidae" "Cypriniformes"
"29306" "Schistura_daubentoni" "Nemacheilidae" "Cypriniformes"
"29307" "Schistura_dayi" "Nemacheilidae" "Cypriniformes"
"29308" "Schistura_deansmarti" "Nemacheilidae" "Cypriniformes"
"29309" "Schistura_defectiva" "Nemacheilidae" "Cypriniformes"
"29310" "Schistura_deignani" "Nemacheilidae" "Cypriniformes"
"29311" "Schistura_denisoni" "Nemacheilidae" "Cypriniformes"
"29312" "Schistura_desmotes" "Nemacheilidae" "Cypriniformes"
"29313" "Schistura_devdevi" "Nemacheilidae" "Cypriniformes"
"29314" "Schistura_diminuta" "Nemacheilidae" "Cypriniformes"
"29315" "Schistura_disparizona" "Nemacheilidae" "Cypriniformes"
"29316" "Schistura_dorsizona" "Nemacheilidae" "Cypriniformes"
"29317" "Schistura_dubia" "Nemacheilidae" "Cypriniformes"
"29318" "Schistura_ephelis" "Nemacheilidae" "Cypriniformes"
"29319" "Schistura_epixenos" "Nemacheilidae" "Cypriniformes"
"29320" "Schistura_fasciata" "Nemacheilidae" "Cypriniformes"
"29321" "Schistura_fascimaculata" "Nemacheilidae" "Cypriniformes"
"29322" "Schistura_fasciolata" "Nemacheilidae" "Cypriniformes"
"29323" "Schistura_finis" "Nemacheilidae" "Cypriniformes"
"29324" "Schistura_fowleriana" "Nemacheilidae" "Cypriniformes"
"29325" "Schistura_fusinotata" "Nemacheilidae" "Cypriniformes"
"29326" "Schistura_gangetica" "Nemacheilidae" "Cypriniformes"
"29327" "Schistura_geisleri" "Nemacheilidae" "Cypriniformes"
"29328" "Schistura_globiceps" "Nemacheilidae" "Cypriniformes"
"29329" "Schistura_greenei" "Nemacheilidae" "Cypriniformes"
"29330" "Schistura_harnaiensis" "Nemacheilidae" "Cypriniformes"
"29331" "Schistura_himachalensis" "Nemacheilidae" "Cypriniformes"
"29332" "Schistura_hingi" "Nemacheilidae" "Cypriniformes"
"29333" "Schistura_hoai" "Nemacheilidae" "Cypriniformes"
"29334" "Schistura_horai" "Nemacheilidae" "Cypriniformes"
"29335" "Schistura_humilis" "Nemacheilidae" "Cypriniformes"
"29336" "Schistura_huongensis" "Nemacheilidae" "Cypriniformes"
"29337" "Schistura_hypsiura" "Nemacheilidae" "Cypriniformes"
"29338" "Schistura_imitator" "Nemacheilidae" "Cypriniformes"
"29339" "Schistura_implicata" "Nemacheilidae" "Cypriniformes"
"29340" "Schistura_incerta" "Nemacheilidae" "Cypriniformes"
"29341" "Schistura_indawgyiana" "Nemacheilidae" "Cypriniformes"
"29342" "Schistura_irregularis" "Nemacheilidae" "Cypriniformes"
"29343" "Schistura_isostigma" "Nemacheilidae" "Cypriniformes"
"29344" "Schistura_jarutanini" "Nemacheilidae" "Cypriniformes"
"29345" "Schistura_kampucheensis" "Nemacheilidae" "Cypriniformes"
"29346" "Schistura_kangjupkhulensis" "Nemacheilidae" "Cypriniformes"
"29347" "Schistura_kaysonei" "Nemacheilidae" "Cypriniformes"
"29348" "Schistura_kengtungensis" "Nemacheilidae" "Cypriniformes"
"29349" "Schistura_khamtanhi" "Nemacheilidae" "Cypriniformes"
"29350" "Schistura_khugae" "Nemacheilidae" "Cypriniformes"
"29351" "Schistura_kloetzliae" "Nemacheilidae" "Cypriniformes"
"29352" "Schistura_klydonion" "Nemacheilidae" "Cypriniformes"
"29353" "Schistura_kodaguensis" "Nemacheilidae" "Cypriniformes"
"29354" "Schistura_kohatensis" "Nemacheilidae" "Cypriniformes"
"29355" "Schistura_kohchangensis" "Nemacheilidae" "Cypriniformes"
"29356" "Schistura_koladynensis" "Nemacheilidae" "Cypriniformes"
"29357" "Schistura_kongphengi" "Nemacheilidae" "Cypriniformes"
"29358" "Schistura_kontumensis" "Nemacheilidae" "Cypriniformes"
"29359" "Schistura_laterimaculata" "Nemacheilidae" "Cypriniformes"
"29360" "Schistura_latidens" "Nemacheilidae" "Cypriniformes"
"29361" "Schistura_latifasciata" "Nemacheilidae" "Cypriniformes"
"29362" "Schistura_leukensis" "Nemacheilidae" "Cypriniformes"
"29363" "Schistura_lingyunensis" "Nemacheilidae" "Cypriniformes"
"29364" "Schistura_liyaiensis" "Nemacheilidae" "Cypriniformes"
"29365" "Schistura_longa" "Nemacheilidae" "Cypriniformes"
"29366" "Schistura_machensis" "Nemacheilidae" "Cypriniformes"
"29367" "Schistura_macrocephalus" "Nemacheilidae" "Cypriniformes"
"29368" "Schistura_macrolepis" "Nemacheilidae" "Cypriniformes"
"29369" "Schistura_macrotaenia" "Nemacheilidae" "Cypriniformes"
"29370" "Schistura_maculiceps" "Nemacheilidae" "Cypriniformes"
"29371" "Schistura_maculosa" "Nemacheilidae" "Cypriniformes"
"29372" "Schistura_madhavai" "Nemacheilidae" "Cypriniformes"
"29373" "Schistura_maejotigrina" "Nemacheilidae" "Cypriniformes"
"29374" "Schistura_maepaiensis" "Nemacheilidae" "Cypriniformes"
"29375" "Schistura_magnifluvis" "Nemacheilidae" "Cypriniformes"
"29376" "Schistura_mahnerti" "Nemacheilidae" "Cypriniformes"
"29377" "Schistura_malaisei" "Nemacheilidae" "Cypriniformes"
"29378" "Schistura_manipurensis" "Nemacheilidae" "Cypriniformes"
"29379" "Schistura_megalodon" "Nemacheilidae" "Cypriniformes"
"29380" "Schistura_melarancia" "Nemacheilidae" "Cypriniformes"
"29381" "Schistura_menanensis" "Nemacheilidae" "Cypriniformes"
"29382" "Schistura_minuta" "Nemacheilidae" "Cypriniformes"
"29383" "Schistura_mizoramensis" "Nemacheilidae" "Cypriniformes"
"29384" "Schistura_mobbsi" "Nemacheilidae" "Cypriniformes"
"29385" "Schistura_moeiensis" "Nemacheilidae" "Cypriniformes"
"29386" "Schistura_mukambbikaensis" "Nemacheilidae" "Cypriniformes"
"29387" "Schistura_multifasciata" "Nemacheilidae" "Cypriniformes"
"29388" "Schistura_musa" "Nemacheilidae" "Cypriniformes"
"29389" "Schistura_myrmekia" "Nemacheilidae" "Cypriniformes"
"29390" "Schistura_nagaensis" "Nemacheilidae" "Cypriniformes"
"29391" "Schistura_nagodiensis" "Nemacheilidae" "Cypriniformes"
"29392" "Schistura_nalbanti" "Nemacheilidae" "Cypriniformes"
"29393" "Schistura_namboensis" "Nemacheilidae" "Cypriniformes"
"29394" "Schistura_nandingensis" "Nemacheilidae" "Cypriniformes"
"29395" "Schistura_nasifilis" "Nemacheilidae" "Cypriniformes"
"29396" "Schistura_nebeshwari" "Nemacheilidae" "Cypriniformes"
"29397" "Schistura_nicholsi" "Nemacheilidae" "Cypriniformes"
"29398" "Schistura_nilgiriensis" "Nemacheilidae" "Cypriniformes"
"29399" "Schistura_niulanjiangensis" "Nemacheilidae" "Cypriniformes"
"29400" "Schistura_nomi" "Nemacheilidae" "Cypriniformes"
"29401" "Schistura_notostigma" "Nemacheilidae" "Cypriniformes"
"29402" "Schistura_novemradiata" "Nemacheilidae" "Cypriniformes"
"29403" "Schistura_nubigena" "Nemacheilidae" "Cypriniformes"
"29404" "Schistura_nudidorsum" "Nemacheilidae" "Cypriniformes"
"29405" "Schistura_obeini" "Nemacheilidae" "Cypriniformes"
"29406" "Schistura_obliquofascia" "Nemacheilidae" "Cypriniformes"
"29407" "Schistura_oedipus" "Nemacheilidae" "Cypriniformes"
"29408" "Schistura_orthocauda" "Nemacheilidae" "Cypriniformes"
"29409" "Schistura_pakistanica" "Nemacheilidae" "Cypriniformes"
"29410" "Schistura_pantherina" "Nemacheilidae" "Cypriniformes"
"29411" "Schistura_papulifera" "Nemacheilidae" "Cypriniformes"
"29412" "Schistura_paraxena" "Nemacheilidae" "Cypriniformes"
"29413" "Schistura_paucicincta" "Nemacheilidae" "Cypriniformes"
"29414" "Schistura_paucifasciata" "Nemacheilidae" "Cypriniformes"
"29415" "Schistura_paucireticulata" "Nemacheilidae" "Cypriniformes"
"29416" "Schistura_pawensis" "Nemacheilidae" "Cypriniformes"
"29417" "Schistura_personata" "Nemacheilidae" "Cypriniformes"
"29418" "Schistura_pertica" "Nemacheilidae" "Cypriniformes"
"29419" "Schistura_pervagata" "Nemacheilidae" "Cypriniformes"
"29420" "Schistura_phamhringi" "Nemacheilidae" "Cypriniformes"
"29421" "Schistura_poculi" "Nemacheilidae" "Cypriniformes"
"29422" "Schistura_polytaenia" "Nemacheilidae" "Cypriniformes"
"29423" "Schistura_porocephala" "Nemacheilidae" "Cypriniformes"
"29424" "Schistura_porthos" "Nemacheilidae" "Cypriniformes"
"29425" "Schistura_prashadi" "Nemacheilidae" "Cypriniformes"
"29426" "Schistura_pridii" "Nemacheilidae" "Cypriniformes"
"29427" "Schistura_procera" "Nemacheilidae" "Cypriniformes"
"29428" "Schistura_prolixifasciata" "Nemacheilidae" "Cypriniformes"
"29429" "Schistura_pseudofasciolata" "Nemacheilidae" "Cypriniformes"
"29430" "Schistura_psittacula" "Nemacheilidae" "Cypriniformes"
"29431" "Schistura_pumatensis" "Nemacheilidae" "Cypriniformes"
"29432" "Schistura_punctatus" "Nemacheilidae" "Cypriniformes"
"29433" "Schistura_puncticeps" "Nemacheilidae" "Cypriniformes"
"29434" "Schistura_punctifasciata" "Nemacheilidae" "Cypriniformes"
"29435" "Schistura_quaesita" "Nemacheilidae" "Cypriniformes"
"29436" "Schistura_quasimodo" "Nemacheilidae" "Cypriniformes"
"29437" "Schistura_rara" "Nemacheilidae" "Cypriniformes"
"29438" "Schistura_reidi" "Nemacheilidae" "Cypriniformes"
"29439" "Schistura_rendahli" "Nemacheilidae" "Cypriniformes"
"29440" "Schistura_reticulata" "Nemacheilidae" "Cypriniformes"
"29441" "Schistura_reticulofasciata" "Nemacheilidae" "Cypriniformes"
"29442" "Schistura_rikiki" "Nemacheilidae" "Cypriniformes"
"29443" "Schistura_robertsi" "Nemacheilidae" "Cypriniformes"
"29444" "Schistura_rubrimaculata" "Nemacheilidae" "Cypriniformes"
"29445" "Schistura_rupecula" "Nemacheilidae" "Cypriniformes"
"29446" "Schistura_russa" "Nemacheilidae" "Cypriniformes"
"29447" "Schistura_savona" "Nemacheilidae" "Cypriniformes"
"29448" "Schistura_scaturigina" "Nemacheilidae" "Cypriniformes"
"29449" "Schistura_schultzi" "Nemacheilidae" "Cypriniformes"
"29450" "Schistura_scyphovecteta" "Nemacheilidae" "Cypriniformes"
"29451" "Schistura_semiarmata" "Nemacheilidae" "Cypriniformes"
"29452" "Schistura_sertata" "Nemacheilidae" "Cypriniformes"
"29453" "Schistura_sexcauda" "Nemacheilidae" "Cypriniformes"
"29454" "Schistura_sexnubes" "Nemacheilidae" "Cypriniformes"
"29455" "Schistura_shadiwalensis" "Nemacheilidae" "Cypriniformes"
"29456" "Schistura_sharavathiensis" "Nemacheilidae" "Cypriniformes"
"29457" "Schistura_shuensis" "Nemacheilidae" "Cypriniformes"
"29458" "Schistura_sigillata" "Nemacheilidae" "Cypriniformes"
"29459" "Schistura_sijuensis" "Nemacheilidae" "Cypriniformes"
"29460" "Schistura_sikmaiensis" "Nemacheilidae" "Cypriniformes"
"29461" "Schistura_similis" "Nemacheilidae" "Cypriniformes"
